Incident Type;Hazards;Hazard Paths;Origins;Date
alert;labelling/misdescription, peanuts and products thereof;labelling/misdescription, peanuts and products thereof;australia;20-10-2009
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;14-10-2009
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;13-10-2009
food;enterobacteriaceae;non-pathogenic microorganisms > enterobacteriaceae;india;9-10-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;2-10-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;2-10-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;2-10-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;2-10-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;2-10-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;2-10-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;2-10-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;2-10-2009
border rejection;carbaryl;pesticides > carbamate > carbaryl;paraguay;1-10-2009
alert;labelling/misdescription, peanuts and products thereof;labelling/misdescription, peanuts and products thereof;australia;25-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;china;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;parathion-methyl;pesticides > organophosphate > parathion-methyl;canada;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;lebanon;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;china;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;preservatives;adulteration (ema) > addition > preservatives;jordan;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;canada;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;ddt, unauthorised ingredient (fraud);chemical compound (unauthorised) > ddt, unauthorised ingredient (fraud);india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nicaragua;16-9-2009
border rejection;quintozene;pesticides > quintozene;mexico;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;lebanon;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;ethiopia;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;hch;chemical compound (unauthorised) > hch;india;16-9-2009
border rejection;quintozene, chlorpyrifos;pesticides > quintozene, pesticides > organophosphate > chlorpyrifos;mexico;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;preservatives;adulteration (ema) > addition > preservatives;lebanon;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;preservatives;adulteration (ema) > addition > preservatives;lebanon;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;ddt, unauthorised ingredient (fraud);chemical compound (unauthorised) > ddt, unauthorised ingredient (fraud);india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;lebanon;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;china;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;canada;16-9-2009
border rejection;parathion-methyl;pesticides > organophosphate > parathion-methyl;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;lebanon;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;parathion-methyl;pesticides > organophosphate > parathion-methyl;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nicaragua;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;quintozene, chlorpyrifos;pesticides > quintozene, pesticides > organophosphate > chlorpyrifos;mexico;16-9-2009
border rejection;parathion-methyl;pesticides > organophosphate > parathion-methyl;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;united arab emirates;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;uganda;16-9-2009
border rejection;parathion-methyl;pesticides > organophosphate > parathion-methyl;canada;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;hch;chemical compound (unauthorised) > hch;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;lebanon;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;lebanon;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;china;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;united arab emirates;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;china;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;canada;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;parathion-methyl;pesticides > organophosphate > parathion-methyl;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;hch;chemical compound (unauthorised) > hch;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;taiwan;16-9-2009
border rejection;quintozene, chlorpyrifos;pesticides > quintozene, pesticides > organophosphate > chlorpyrifos;mexico;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;china;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;uganda;16-9-2009
border rejection;ddt, preservatives;chemical compound (unauthorised) > ddt, adulteration (ema) > addition > preservatives;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;16-9-2009
border rejection;ddt, preservatives;chemical compound (unauthorised) > ddt, adulteration (ema) > addition > preservatives;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;taiwan;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;preservatives;adulteration (ema) > addition > preservatives;lebanon;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;taiwan;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;16-9-2009
border rejection;pesticides;pesticides;netherlands;16-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;16-9-2009
border rejection;aflatoxin;mycotoxin > aflatoxin;nigeria;1-9-2009
border rejection;imidacloprid;pesticides > neonicotinoid > imidacloprid;myanmar;1-9-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;21-8-2009
border rejection;imidacloprid;pesticides > neonicotinoid > imidacloprid;paraguay;1-8-2009
alert;labelling/misdescription, peanuts and products thereof;labelling/misdescription, peanuts and products thereof;australia;31-7-2009
food;salmonella senftenberg;pathogen > pathogenic bacteria > salmonella > salmonella senftenberg;india, netherlands;31-7-2009
